duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
224,2,Movie,La Leyenda del Diamante,2017-01-19,1989.0,TV-G,"In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages.",31870172,Jessica Yu,Cambodia,Eva Swan,International Movies
153,13,Movie,The Babysitter,2017-03-08,1989.0,TV-14,A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.,47831268,Dylan Bank,Slovenia,DeWanda Wise,British TV Shows
195,14,TV Show,Deep,2018-08-29,2018.0,TV-G,"In 1940s Port Said, Kariman finds comfort and solace in the arms of an unhappily married man, who also happens to be her abusive husband's brother.",56460222,Brian Robbins,Liechtenstein,Tony Sun,Thrillers
149,8,Movie,Amar,2018-11-01,2001.0,TV-Y7-FV,"Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.",15872072,Ashu Trikha,Turkey,Todrick Hall,TV Shows
52,15,Movie,Fire Chasers,2019-04-03,1989.0,NR,"Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.",78703818,Sara Colangelo,Indonesia,Yang Zi,Thrillers
25,11,Movie,It Comes at Night,2016-01-22,1983.0,NR,A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.,40105684,David Fairhead,Czech Republic,Dylan Sprouse,Anime Series
157,3,TV Show,Shtisel,2018-08-17,2014.0,NC-17,"In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them.",7765508,Norman Jewison,Ghana,Brian Regan,Thrillers
37,3,Movie,Ajji,2016-10-01,1971.0,G,"The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",26737051,Mercedes Cordova,Finland,Mariusz Dmochowski,International Movies
15,5,Movie,Harold and Lillian: A Hollywood Love Story,2019-11-22,1944.0,G,Comedian Maria Bamford stars in a series inspired by her own life. It's the sometimes surreal story of a woman who loses – and then finds – her s**t.,15291278,Mike Smith,Senegal,Ameena Khalil,Horror Movies
10,12,Movie,Bumping Mics with Jeff Ross & Dave Attell,2017-10-25,2018.0,NC-17,"Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith.",14242692,Sonny Marler,China,Surya Saputra,International TV Shows
92,6,TV Show,W1A,2019-12-28,1991.0,TV-14,"On a train in Mumbai, 20-something Chini witnesses a horrific attack that triggers memories of a dark chapter from her youth. Based on a true story.",6612966,Clay Tweel,"United Kingdom,",Robert Vataj,Kids' TV
43,6,Movie,Joshua: Teenager vs. Superpower,2019-08-30,1985.0,PG,Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.,27210087,Shan Hua,Hungary,Maria Palm,TV Dramas
66,2,TV Show,Into the Inferno,2019-12-04,1985.0,TV-MA,"The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures.",71214550,Christophe Honoré,Ghana,Briga Heelan,International TV Shows
100,2,TV Show,Inmates,2018-11-15,1997.0,NC-17,"A documentarian details her Jewish family's escape from Nazi-occupied Prague to refuge in Brazil, where her father built a life as an architect.",27015587,Hsu Chih-yen,Guatemala,Sky Sudberry,TV Shows
74,8,Movie,Little Evil,2016-12-05,1986.0,PG,"Ruby, jealous of her wealthy best friend Maribel, cooks up a scheme to marry a millionaire. Hector, Maribel's boyfriend, is her target.",68918976,David Fincher,Russia,Josh Hutcherson,Cult Movies
108,8,Movie,The Incredible Jessica James,2019-02-20,2013.0,TV-14,This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,38845526,Munjal Shroff,Denmark,Si-kyung Sung,Stand-Up Comedy
29,3,Movie,Chillar Party,2017-06-10,1966.0,TV-MA,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures.",25487652,Kevin R. Adams,South Africa,La Terremoto de Alcorcón,Comedies
142,2,Movie,The Only Mother To You All,2018-08-25,1970.0,PG-13,"An overly eager elf improves Santa's sleigh, but when he crash lands far from home, three odd critters pitch in to send him back to the North Pole.",80752136,Kyoko Miyake,Chile,Roy Haylock,International TV Shows
109,10,TV Show,Bitch,2019-02-24,1985.0,TV-14,"A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder.",42163839,Ronna Gradus,South Africa,Francesco De Carlo,Cult Movies
205,1,Movie,House of Z,2019-06-16,1994.0,NC-17,Teams of Australian homeowners compete for the title of best Instant Hotel by staying overnight in each other's rentals and rating their experience.,71376913,Anusha Rizvi,Iceland,Giorgio Tirabassi,Horror Movies
154,5,Movie,Issaq,2016-07-24,1998.0,UR,"Ambitious Kunal takes a job in the diamond business, but his life is thrown into turmoil when he's drawn into the seedy underworld of his new career.",14896158,Gabriela Tagliavini,Somalia,Florence Pugh,Music & Musicals
88,3,TV Show,Camelia la Texana,2018-06-24,1991.0,UR,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",21008042,Anders Falck,Brazil,José Coronado,TV Shows
10,14,Movie,Oscar's Oasis,2019-04-02,1982.0,G,A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.,48782856,David L.G. Hughes,Soviet Union,Ranjit Bawa,Sports Movies
50,1,TV Show,Guilty,2015-02-13,1991.0,G,"A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife.",8077394,Woo Min-ho,Singapore,Fumio Demura,TV Dramas
28,14,TV Show,Sebastian Maniscalco: What's Wrong with People?,2018-01-23,1954.0,TV-G,"Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness.",61223605,Ahmed Khaled Moussa,Greece,Yoshiro Matsumoto,Dramas
177,11,Movie,Katti Batti,2018-07-22,1960.0,TV-PG,Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.,37728784,Michael Civille,Luxembourg,Summer Meng,Dramas
31,11,Movie,Rocky Handsome,2017-07-28,2020.0,R,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",542885,Qaushiq Mukherjee,United States,Lisa Edelstein,Kids' TV
51,15,Movie,How the Beatles Changed the World,2018-09-04,1988.0,NC-17,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.,31869862,Alexandra Dean,Mexico,Daniel Sharman,Romantic TV Shows
101,6,TV Show,Teasing Master Takagi-san,2018-06-19,1972.0,TV-MA,"An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.",63885337,Tom Whitter,Australia,Gerard Butler,TV Horror
48,3,TV Show,Dogs,2019-02-28,1989.0,TV-G,"Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes.",33759566,Emily Hagins,Paraguay,Kouki Uchiyama,TV Dramas
30,1,Movie,Baahubali: The Beginning (English Version),2019-06-01,1968.0,TV-G,"An imaginative, big-hearted bunny and his friend, a shy chick, explore the everyday joys of their pastel-colored world.",32417579,Dean Wellins,New Zealand,Grégoire Oestermann,British TV Shows
100,9,TV Show,Wives on Strike: The Revolution,2019-03-13,1999.0,TV-14,"An extraordinary sense of smell gives a crime investigator unique insight into solving mysteries, but his gift takes a toll on his personal life.",18786774,John H. Lee,Mongolia,Brent Morin,TV Horror
48,9,TV Show,All The Reasons To Forget,2020-01-09,1945.0,TV-G,"When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth.",54034639,Lauren Miller Rogen,Venezuela,William Shewfelt,British TV Shows
87,8,Movie,Dolly Parton's Heartstrings,2017-06-02,1989.0,TV-14,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.",29002697,Andy Caballero,Ireland,Jack Nicholson,Horror Movies
51,9,TV Show,John Mulaney: New in Town,2015-06-29,2001.0,TV-G,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.",11782971,Rob Epstein,Guatemala,Eugenia Suárez,Anime Series
60,4,TV Show,Better Than Us,2012-12-01,1991.0,G,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",25258532,K. Ramanlal,Paraguay,Sonja Ball,Horror Movies
102,13,Movie,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",2017-03-01,1994.0,NR,"When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be.",19422130,Richard Bailey,Ukraine,Prabhas,Crime TV Shows
10,12,TV Show,The Long Goodbye: The Kara Tippetts Story,2016-05-15,1991.0,TV-Y7-FV,This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.,15980822,Rahul Dholakia,Venezuela,Nagesh Bhonsle,Documentaries
60,8,TV Show,Potato Potahto,2017-06-26,1965.0,TV-MA,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers.",71102002,Ricky Gervais,Sweden,Cynthia Dankwa,TV Dramas
209,5,Movie,Cleverman,2018-09-02,2000.0,TV-14,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",46415113,Marcel Barrena,Serbia,Léa Seydoux,Classic & Cult TV
88,7,TV Show,Dino Hunt,2018-07-20,1993.0,PG,"Beloved children's book character Llama Llama springs to life in this heartwarming series about family, friendship and learning new things.",13674286,Todd Phillips,France,Ranjit Bawa,TV Shows
68,14,TV Show,Ugly Duckling,2018-04-19,1971.0,TV-G,"On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",15831373,Michael Showalter,Soviet Union,Adam Collins,Documentaries
86,8,TV Show,0.03,2017-03-18,2000.0,NR,"Witness the wonders of human gestation through cutting-edge CGI, and learn how those nine months inside the womb can affect all aspects of one's life.",31892920,Kuntz Agus,Romania,Tye Sheridan,Anime Series
133,2,Movie,Would You Rather,2018-10-28,1981.0,TV-Y7-FV,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,53946054,Bharat Jain,Venezuela,Oviya,TV Comedies
91,10,TV Show,Christina P: Mother Inferior,2018-07-05,2011.0,TV-PG,"Growing up in poverty and political turmoil, he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic.",8238782,Andrew Wessels,Somalia,Maria Diekmann,Reality TV
167,11,TV Show,The Christmas Candle,2014-08-15,1973.0,PG-13,"When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",32252773,Larry Latham,India,Alice Braga,Stand-Up Comedy & Talk Shows
22,8,Movie,My Wife and My Wifey,2018-07-03,1954.0,NR,"Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap.",6270611,Joe Russo,Peru,Kaori Nazuka,Stand-Up Comedy & Talk Shows
123,9,Movie,The Disappearance of Madeleine McCann,2017-07-13,1969.0,TV-G,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.,21304008,Chris Perkel,Switzerland,Daniela Rubio,Horror Movies
90,11,Movie,Lagaan,2019-02-08,2018.0,NC-17,"After wealthy college boy Ömer and lower class college girl Aysem fall in love and quickly marry, they learn that love and life aren't always perfect.",22854146,Vineeth Anil,New Zealand,John Paul Tremblay,TV Dramas
108,4,Movie,Miss Culinary,2018-02-08,1999.0,TV-PG,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,38209140,Jamie M. Dagg,Spain,Norman Lear,Spanish-Language TV Shows
42,14,TV Show,The Art of the Steal,2019-12-08,1985.0,PG,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.,41325884,Moto Sakakibara,Switzerland,Daniel Craig,Documentaries
166,7,TV Show,Perfect Bid: The Contestant Who Knew Too Much,2017-04-16,1959.0,UR,"Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs.",6236981,Danny Boyle,United Kingdom,Russell Howard,Sci-Fi & Fantasy
126,4,Movie,Justin Time GO!,2014-06-15,1987.0,TV-Y7-FV,"Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell.",58668359,John Huston,Vietnam,Joaquín Reyes,Romantic TV Shows
67,3,Movie,The Last Days of Chez Nous,2019-02-03,1974.0,G,"When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.",76832462,Chang-Min Lee,Italy,Michaela Coel,British TV Shows
47,13,Movie,Uncertain Glory,2019-08-22,2018.0,G,"Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels.",44039112,Johnson Esthappan,Slovakia,Erkan Can,TV Action & Adventure
200,3,Movie,Yaar Gaddar,2013-10-08,1991.0,NR,"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street.""",77965857,Carlos Bolado,Indonesia,Toki Pilioko,Romantic TV Shows
